MirBase Name	BR:BT_549	BR:HS578T	BR:MCF7	BR:MDA_MB_231	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:M14	ME:MALME_3M	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	LC:A549	LC:EKVX	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	LC:HOP_62	LC:HOP_92	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	PR:DU_145	PR:PC_3	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
hsa-mir-18a	0.911	0.402	0.814	1.625	1.139	-0.034	-0.078	0.81	-0.306	0.234	0.06	2.321	2.127	1.693	1.694	1.248	2.53	1.916	2.485	3.169	5.607	3.873	3.485	3.491	1.368	0.781	0.416	-0.221	0.678	1.235	1.617	1.036	1.098	0.387	-0.435	0.971	1.937	2.205	0.75	1.496	0.825	1.661	0.873	1.437	1.975	1.188	0.472	0.523	1.897	0.874	-0.283	0.179	0.469	1.811	0.157	1.669	0.715
hsa-mir-19a	2.487	2.257	2.508	3.437	2.851	2.002	2.356	2.925	2.064	2.944	2.29	4.464	4.525	3.697	3.715	2.93	4.522	4.315	4.529	5.098	7.504	5.804	5.032	5.367	3.315	2.972	2.556	2.105	2.713	3.545	3.621	2.495	3.323	2.678	1.531	2.725	3.686	4.211	2.628	3.586	3.663	3.206	1.811	3.188	3.518	3.35	3.085	2.351	4.287	2.473	1.981	2.314	2.256	3.346	2.473	3.757	2.369
hsa-mir-20a	3.69	2.817	3.508	4.264	3.785	2.647	3.352	3.647	2.66	3.542	3.032	5.821	5.623	3.939	4.737	4.526	5.346	4.989	5.572	6.135	8.327	7.557	6.424	6.465	4.628	3.907	3.284	3.431	3.527	4.311	4.806	3.021	3.847	3.009	2.975	3.155	4.343	4.444	4.008	4.611	4.4	3.839	3.364	4.315	4.717	4.602	4.687	3.129	5.251	3.373	3.49	3.288	3.202	4.303	3.167	5.048	3.269
hsa-mir-19b-1	-3.802	-4.41	-3.924	-3.529	-3.412	-3.639	-3.093	-3.739	-4.306	-3.698	-3.202	-2.526	-2.785	-3.398	-2.771	-3.757	-2.472	-2.224	-1.436	-1.338	1.241	0.12	-1.83	-1.261	-3.307	-3.839	-3.345	-3.673	-2.607	-3.213	-3.36	-4.545	-2.891	-4.328	-4.374	-3.916	-3.836	-2.733	-3.903	-2.612	-2.907	-4.028	-3.07	-3.415	-3.658	-3.196	-3.045	-4.34	-2.328	-3.624	-2.894	-3.787	-4.083	-3.496	-4.205	-2.885	-3.998
hsa-mir-92a-1	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.6	-3.433	-3.398	-3.453	-4.116	-3.577	-4.119	-2.932	-2.96	1.731	-0.873	-2.605	-1.973	-4.137	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.52	-4.028	-3.07	-3.454	-3.781	-3.661	-3.045	-4.34	-3.062	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-623	-2.624	-4.41	-3.977	-3.529	-3.412	-3.639	-3.079	-3.862	-4.306	-3.287	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.5	-3.536	-1.508	-2.563	-1.234	-3.201	-2.226	-2.26	-2.792	-3.644	-3.316	-3.665	-2.607	-2.927	-3.36	-3.084	-2.775	-4.328	-4.042	-3.726	-4.131	-2.707	-3.361	-3.497	-3.499	-3.969	-3.07	-3.42	-3.785	-2.484	-3.045	-3.624	-3.366	-2.849	-2.702	-1.882	-3.44	-3.496	-3.307	-3.162	-3.167
hsa-mir-624	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.335	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.348	-3.146	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.014	-3.07	-3.454	-3.785	-3.661	-3.045	-3.16	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-625	-3.802	-3.183	-1.126	-1.589	-3.412	-3.639	-2.903	-2.811	-2.542	-2.471	-1.927	-0.095	-0.939	-2.197	-2.268	-3.936	-0.565	-2.509	-1.413	-3.167	-1.38	0.722	-1.286	-1.943	-3.172	-3.338	-1.236	-1.833	-2.246	-2.502	-2.839	-4.196	-1.185	-3.212	-3.511	-1.977	0.688	-2.926	-2.426	-1.965	-0.443	-3.123	-0.488	-2.187	-0.574	-2.337	0.398	-1.995	-1.153	-0.972	-2.894	-3.962	-4.513	-2.412	-2.82	-1.994	-3.621
hsa-mir-342	-3.802	-4.41	-1.515	-3.529	-2.438	-3.595	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-0.993	-3.05	-1.38	-0.134	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-3.791	-3.176	-2.399	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-2.853	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-345	-2.114	-4.372	-2.758	-3.514	-3.412	-2.666	-3.093	-3.862	-4.116	-3.698	-3.202	-3.581	-3.09	-3.398	-3.453	-4.116	-3.687	-3.611	-1.257	-2.545	-1.38	-3.086	-1.867	-2.26	-3.171	-3.795	-3.345	-3.673	-2.607	-3.213	-3.36	-3.306	-2.891	-4.328	-4.149	-3.916	-4.285	-3.176	-2.262	-3.497	-3.606	-2.264	-3.07	-3.454	-3.785	-3.145	-3.045	-4.254	-3.366	-3.624	-2.894	-3.955	-4.467	-3.496	-4.143	-3.162	-3.964
hsa-mir-770	-2.193	-3.967	-3.517	-2.621	-3.146	-1.356	-1.652	-3.588	-3.559	-2.698	-1.241	-3.16	-3.282	-2.751	-3.089	-4.116	-3.687	-2.239	-1.244	-2.07	-1.38	-3.201	-2.905	-2.26	-2.159	-1.755	-3.345	-3.673	-2.607	-3.213	-3.36	-2.815	-2.891	-4.328	-2.476	-3.916	-4.285	-1.654	-3.903	-3.497	-3.606	-2.977	-3.07	-3.454	-3.785	-1.401	-2.968	-2.32	-3.366	-3.624	-2.894	-1.361	-2.694	-3.398	-1.299	-3.162	-2.104
hsa-mir-493	-3.195	-0.302	-3.808	-3.529	-3.412	-0.237	-3.058	-2.297	0.275	-3.671	-2.13	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.061	-4.328	-0.084	-0.432	-4.285	-3.176	-3.903	-3.3	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-2.566	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-337	-3.175	-0.827	-4.002	-3.529	-3.412	-0.897	-3.003	-2.977	-0.147	-3.698	-2.386	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.454	-4.328	-1.415	-1.265	-4.285	-3.176	-3.903	-3.494	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.489	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-431	-2.767	-2.258	-4.002	-3.529	-3.412	-1.505	-3.093	-3.722	-1.269	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.824	-4.328	-0.632	-0.705	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-127	-1.488	0.225	-3.033	-3.529	-3.412	1.112	-1.022	-1.619	1.08	-2.582	-0.492	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.497	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-0.783	-4.328	1.268	0.15	-4.285	-3.176	-3.903	-2.484	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-1.03	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-432	-2.345	-1.728	-3.713	-3.529	-3.412	-0.863	-2.865	-3.47	-0.583	-3.136	-2.616	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-3.403	-1.922	-2.219	-1.38	-3.201	-2.905	-2.26	-3.252	-2.757	-3.345	-3.673	-2.607	-3.213	-3.36	-3.587	-2.24	-4.328	-0.491	-0.611	-4.216	-2.189	-3.903	-3.497	-3.606	-3.901	-3.07	-3.454	-3.785	-2.404	-3.045	-3.064	-3.366	-3.501	-2.894	-0.812	-2.993	-3.496	-2.707	-3.162	-2.671
hsa-mir-136	-2.677	-0.713	-3.909	-3.529	-3.412	-0.54	-1.447	-2.556	-	-3.266	-1.442	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-1.644	-4.328	-0.957	-1.077	-4.285	-3.176	-3.903	-3.067	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-1.864	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-370	-3.028	-3.012	-4.002	-3.529	-3.412	-2.58	-3.093	-3.798	-2.146	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-2.297	-3.167	-1.38	-3.201	-2.561	-2.26	-3.527	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.137	-2.891	-4.328	-3.172	-3.452	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.549	-3.045	-4.34	-3.366	-3.624	-2.894	-3.879	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-379	-2.643	-0.852	-4.002	-3.529	-3.412	-0.88	-2.793	-3.256	-0.424	-3.698	-2.363	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.353	-3.201	-2.905	-2.26	-4.257	-3.98	-3.285	-3.673	-2.607	-3.031	-3.36	-4.655	-1.896	-4.328	-1.646	-1.108	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.372	-3.585	-3.661	-3.045	-4.34	-3.276	-3.459	-2.894	-2.83	-4.513	-2.621	-4.549	-3.162	-3.998
hsa-mir-299	-1.868	-0.084	-4.002	-3.529	-3.412	-0.669	-1.759	-3.196	-0.087	-3.523	-2.06	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.139	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.319	-2.095	-4.328	-1.561	-1.464	-4.285	-3.176	-3.274	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-2.469	-4.33	-3.496	-4.549	-3.162	-3.998
hsa-mir-758	-3.802	-2.259	-4.002	-3.529	-3.412	-1.265	-3.093	-3.862	-1.916	-3.698	-3.172	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.486	-4.328	-2.223	-2.003	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.605	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-329-1	-3.802	-2.458	-4.002	-3.529	-3.412	-1.232	-3.093	-3.862	-1.289	-3.698	-2.994	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.752	-4.328	-1.29	-2.137	-4.285	-3.176	-3.812	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-329-2	-3.802	-2.458	-4.002	-3.529	-3.412	-1.232	-3.093	-3.862	-1.289	-3.698	-2.994	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.752	-4.328	-1.29	-2.137	-4.285	-3.176	-3.812	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-494	5.377	1.488	2.183	2.719	2.246	3.68	3.046	2.655	2.918	2.914	3.286	3.606	3.758	2.45	2.617	2.743	3.475	3.339	7.021	3.834	2.987	2.183	3.66	5.278	3.241	3.46	2.097	1.946	2.857	2.282	2.719	4.568	3.124	3.531	3.272	1.707	1.229	3.645	1.264	2.388	3.331	3.138	2.062	1.25	0.904	4.368	1.692	3.292	2.268	1.077	3.94	3.97	2.655	2.957	3.309	2.679	3.043
hsa-mir-543	-3.334	-1.775	-4.002	-3.529	-3.412	-1.003	-2.913	-3.69	-1.044	-3.698	-2.644	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.498	-4.328	-0.222	-1.216	-4.285	-3.176	-3.903	-3.443	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-2.163	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-495	-2.62	-0.81	-3.702	-3.529	-3.412	-0.19	-2.643	-2.724	-0.114	-3.473	-2.045	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-1.492	-4.328	0.634	-0.293	-4.285	-3.176	-3.903	-2.775	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-1.466	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-376c	-1.18	1.17	-2.664	-3.529	-3.412	1.512	-0.064	-0.754	1.844	-1.797	0.012	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.611	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	0.285	-4.146	1.304	0.768	-4.285	-3.176	-3.903	-1.148	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.21	-3.624	-2.894	-0.223	-4.513	-2.547	-4.549	-3.162	-3.998
hsa-mir-376a-2	-1.049	0.998	-2.912	-3.529	-3.412	1.436	-0.164	-0.943	1.696	-2.198	-0.426	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.652	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-0.306	-4.328	1.3	0.938	-4.285	-3.176	-3.903	-1.534	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.357	-3.624	-2.894	-0.254	-4.513	-3.115	-4.549	-3.162	-3.998
hsa-mir-654	-2.874	-4.109	-4.002	-3.529	-3.412	-3.188	-3.093	-3.862	-3.138	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.507	-3.167	-1.38	-3.201	-2.793	-2.26	-3.697	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-3.686	-2.891	-4.328	-3.507	-3.834	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.365	-3.045	-4.34	-3.366	-3.624	-2.894	-3.773	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-376b	-3.577	-1.003	-4.002	-3.529	-3.412	-0.195	-2.789	-3.345	-0.58	-3.698	-2.039	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.17	-4.328	-0.578	-1.156	-4.285	-3.176	-3.903	-3.464	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-2.117	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-376a-1	-1.049	0.998	-2.912	-3.529	-3.412	1.436	-0.164	-0.943	1.696	-2.198	-0.426	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.652	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-0.306	-4.328	1.3	0.938	-4.285	-3.176	-3.903	-1.534	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.357	-3.624	-2.894	-0.254	-4.513	-3.115	-4.549	-3.162	-3.998
hsa-mir-381	-2.871	-0.191	-4.002	-3.529	-3.412	-0.269	-1.986	-3.064	-0.422	-3.525	-1.208	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-0.682	-4.328	-1.285	-0.765	-4.285	-3.176	-3.903	-3.057	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-1.611	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-487b	-0.935	0.097	-1.824	-1.373	-1.998	0.779	-0.164	-1.314	0.745	-1.106	0.419	-1.966	-2.398	-1.522	-2.268	-3.412	-3.139	-1.293	-1.103	-1.363	-1.38	-3.201	-2.522	-2.26	-1.741	-0.963	-3.345	-3.673	-2.607	-3.041	-2.423	-1.717	-0.355	-3.381	0.497	0.734	-3.754	-0.794	-3.903	-1.722	-3.472	-2.065	-3.07	-3.454	-3.761	-0.425	-2.377	-1.185	-2.899	-3.129	-2.838	0.048	-1.53	-2.256	0.112	-2.926	-0.953
hsa-mir-539	-3.802	-2.896	-4.002	-3.529	-3.412	-3.129	-3.093	-3.862	-2.382	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-2.817	-1.444	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-382	-3.609	-1.128	-4.002	-3.529	-3.412	-0.974	-2.787	-3.3	-0.431	-3.698	-2.447	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.773	-4.328	-1.301	-1.481	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.119	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-134	-0.847	-2.4	-3.047	-2.461	-3.169	-1.445	-2.695	-2.769	-2.081	-2.308	-2.399	-2.743	-0.578	-2.139	-3.163	-3.958	-2.347	-2.906	0.014	-2.234	-1.38	-3.138	0.402	-1.4	-0.252	-2.208	-2.071	-2.947	-2.368	-0.775	-2.804	-2.006	-2.746	-3.243	-2.07	-2.87	-4.012	-1.704	-3.903	-3.263	-2.485	-2.698	-3.07	-3.454	-3.785	-1.819	-3.045	-2.76	-3.276	-3.624	-2.894	-0.734	-2.279	-3.036	-2.74	-2.536	-1.691
hsa-mir-154	-3.602	-2.23	-4.002	-3.529	-3.412	-1.89	-3.093	-3.752	-1.239	-3.698	-2.87	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.197	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.419	-4.328	-1.586	-2.148	-4.285	-3.176	-3.392	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.213	-4.482	-3.496	-4.549	-3.162	-3.998
hsa-mir-377	-1.442	0.472	-3.31	-3.529	-3.412	0.713	-0.777	-1.586	1.063	-2.608	-0.595	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-0.354	-4.328	0.625	0.513	-4.285	-3.176	-3.903	-1.941	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-0.774	-4.513	-3.3	-4.549	-3.162	-3.998
hsa-mir-409	-2.162	-0.134	-3.856	-3.529	-3.412	0.201	-1.948	-2.448	0.613	-3.095	-1.299	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-1.247	-4.328	-0.103	-0.053	-4.285	-3.176	-3.903	-3.154	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-2.143	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-203	-3.802	-4.41	3.507	-3.529	2.724	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	0.802	2.298	-0.539	1.885	-1.35	-1.684	-1.913	-3.545	-3.167	-1.38	-3.201	-2.426	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.335	-2.891	-0.214	-4.374	-2.608	1.166	-3.176	-3.903	-3.497	-3.606	-4.028	-1.022	0.297	-2.23	-1.583	-3.014	-4.34	-3.366	-3.624	-2.105	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-211	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.056	-3.687	-4.388	-3.545	-3.167	-0.391	-3.201	-2.456	-2.26	-4.257	3.243	3.177	-0.389	4.289	3.757	3.602	-3.138	-2.589	-4.328	-4.374	-3.916	-4.285	-3.176	-2.779	-3.497	-3.606	-4.028	-3.07	-2.877	-3.785	-3.661	-3.045	-4.34	-3.366	-3.335	-2.894	-3.962	-4.151	-3.496	-4.2	-2.776	-3.998
hsa-mir-629	-3.142	-4.021	-3.47	-3.251	-3.412	-3.485	-3.093	-3.862	-4.306	-2.81	-3.202	-3.543	-1.204	-2.511	-3.453	-4.116	-3.107	-3.105	-2.045	-3.167	-1.225	-2.705	-2.231	-1.287	-2.127	-3.799	-3.02	-2.921	-2.49	-0.337	-2.506	-3.58	-2.7	-3.687	-4.153	-3.916	-3.812	-2.936	-3.393	-3.382	-2.637	-3.473	-2.935	-3.424	-3.743	-3.547	-3.045	-3.843	-3.366	-3.624	-2.892	-1.275	-3.596	-2.908	-4.466	-3.09	-3.108
hsa-mir-630	2.504	0.498	-2.358	1.365	-2.539	-0.754	-0.431	0.281	-2.564	-3.698	-2.103	0.037	1.803	-2.201	-1.259	-3.915	-0.407	-0.826	1.316	1.844	-1.006	1.34	4.981	2.323	3.955	0.093	-1.957	-2.656	-2.607	-3.213	-3.281	-0.653	-2.891	-2.653	-1.323	-0.934	-1.96	1.656	0.514	-1.728	-1.024	-1.359	-3.07	-3.454	-3.647	-1.065	-3.045	-2.091	-3.212	-3.121	-2.347	-1.145	-2.008	-1.222	-1.753	-3.162	-0.022
hsa-mir-7-2	-0.874	0.188	3.035	1.494	1.113	0.424	0.523	0.906	-1.09	-0.676	-0.461	3.188	2.551	3.173	2.526	3.346	3.306	3.369	0.633	0.155	1.153	2.009	0.948	2.74	1.164	0.68	-2.097	-0.787	0.395	-0.202	-1.24	-0.091	1.099	0.332	-0.286	0.506	0.317	1.914	1.077	0.227	0.436	0.781	-0.234	0.844	0.878	0.013	-0.892	1.784	-1.093	0.233	0.426	-0.483	0.824	0.509	0.5	0.898	-0.277
hsa-mir-9-3	-3.802	-4.41	-2.548	-3.529	-3.412	0.24	3.921	-3.862	-1.278	5.238	3.618	-3.647	-0.459	-0.25	-3.453	-4.116	-3.687	0.963	0.19	0.005	-1.38	-3.201	-2.905	-2.054	-3.244	0.29	-3.345	-0.457	-1.671	-2.153	-1.87	-1.88	-2.891	-1.918	-4.374	-1.09	1.773	0.405	-1.047	-3.272	-3.606	-2.314	-3.07	-3.454	-3.785	0.082	-3.045	-1.227	0.713	-2.778	-2.894	-3.962	-3.788	-3.496	-3.489	-3.162	-3.998
hsa-mir-1225	-2.875	-4.102	-3.42	-3.207	-2.858	-2.169	-2.204	-3.074	-3.574	-3.255	-1.981	-2.997	-2.47	-2.185	-2.843	-3.745	-3.238	-3.602	-1.961	-2.062	-1.21	-3.027	-2.334	-1.931	-2.643	-2.936	-3.066	-3.335	-2.234	-2.656	-2.925	-3.428	-2.33	-3.634	-3.421	-3.685	-3.898	-2.203	-3.401	-2.924	-3.177	-2.746	-2.488	-2.795	-3.785	-2.619	-1.987	-3.541	-2.995	-3.341	-2.553	-2.422	-3.142	-3.329	-3.424	-2.557	-2.873
